id,equation_raw,notes,provenance,equation_normalized,status,balance
34720,GeO+2_OH-1(3) + 2<DFructose> = GeO+2_H+1(-3)_DFructose(2) + 3<H2O>,"[{""page"": 7, ""text"": ""Note (1): Same source rn. 28589 but written otherwise (GeO(OH)3 reactant instead\nGe(OH)4)""}]","{""bbox_points"": [60.18631578947368, 232.20000000000005, 551.2878947368421, 242.7], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 7, ""source_file"": ""GER.PDF""}",GeO+2_OH-1(3) + 2<DFructose> = GeO+2_H+1(-3)_DFructose(2) + 3<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""DFructose"": ""-2"", ""GeO+2_H+1(-3)_DFructose(2)"": ""1"", ""GeO+2_OH-1(3)"": ""-1"", ""H2O"": ""3""}}"
34726,GeO+2_OH-1(3) + 2<DGalactose> = GeO+2_H+1(-3)_DGalactose(2) + 3<H2O>,"[{""page"": 7, ""text"": ""Note (1): Same source rn. 28606 but written otherwise (GeO(OH)3 reactant instead\nGe(OH)4)""}]","{""bbox_points"": [60.18631578947368, 348.54, 551.2878947368421, 359.04], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 7, ""source_file"": ""GER.PDF""}",GeO+2_OH-1(3) + 2<DGalactose> = GeO+2_H+1(-3)_DGalactose(2) + 3<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""DGalactose"": ""-2"", ""GeO+2_H+1(-3)_DGalactose(2)"": ""1"", ""GeO+2_OH-1(3)"": ""-1"", ""H2O"": ""3""}}"
34733,GeO+2_OH-1(3) + 2<DGlucose> = GeO+2_H+1(-3)_DGlucose(2) + 3<H2O>,"[{""page"": 7, ""text"": ""Note (1): Same source rn. 80927 but written otherwise (GeO(OH)3 reactant instead\nGe(OH)4)""}]","{""bbox_points"": [60.18631578947368, 464.82, 551.2878947368421, 475.38], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 7, ""source_file"": ""GER.PDF""}",GeO+2_OH-1(3) + 2<DGlucose> = GeO+2_H+1(-3)_DGlucose(2) + 3<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""DGlucose"": ""-2"", ""GeO+2_H+1(-3)_DGlucose(2)"": ""1"", ""GeO+2_OH-1(3)"": ""-1"", ""H2O"": ""3""}}"
34741,GeO+2_OH-1(3) + 2<DMannose> = GeO+2_H+1(-3)_DMannose(2) + 3<H2O>,"[{""page"": 7, ""text"": ""Note (1): Same source rn. 28603 but written otherwise (GeO(OH)3 reactant instead\nGe(OH)4)""}]","{""bbox_points"": [60.18631578947368, 581.16, 551.2878947368421, 591.72], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 7, ""source_file"": ""GER.PDF""}",GeO+2_OH-1(3) + 2<DMannose> = GeO+2_H+1(-3)_DMannose(2) + 3<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""DMannose"": ""-2"", ""GeO+2_H+1(-3)_DMannose(2)"": ""1"", ""GeO+2_OH-1(3)"": ""-1"", ""H2O"": ""3""}}"
37267,Ge+4_OH-1(4) + 2<H+1_ClKojic-1> = Ge+4_ClKojic-1(2)_OH-1(2) + 2<H2O>,[],"{""bbox_points"": [60.18631578947368, 697.5, 551.2878947368421, 708.0600000000001], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 7, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + 2<H+1_ClKojic-1> = Ge+4_ClKojic-1(2)_OH-1(2) + 2<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_ClKojic-1(2)_OH-1(2)"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H+1_ClKojic-1"": ""-2"", ""H2O"": ""2""}}"
37342,Ge+4_OH-1(4) + 2<H+1_Lawsone-1> = Ge+4_Lawsone-1(2)_OH-1(2) + 2<H2O>,"[{""page"": 8, ""text"": ""Note (2): The value could not be determined and the authors just gave a limit: <3.0""}]","{""bbox_points"": [60.182013422818784, 144.84000000000003, 551.2912751677852, 155.33999999999997], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 8, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + 2<H+1_Lawsone-1> = Ge+4_Lawsone-1(2)_OH-1(2) + 2<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_Lawsone-1(2)_OH-1(2)"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H+1_Lawsone-1"": ""-2"", ""H2O"": ""2""}}"
40764,GeO+2_OH-1(3) + 2<LRhamnose> = GeO+2_H+1(-3)_LRhamnose(2) + 3<H2O>,"[{""page"": 8, ""text"": ""Note (1): Same source rn. 80929 but written otherwise (GeO(OH)3 reactant instead\nGe(OH)4)""}]","{""bbox_points"": [60.182013422818784, 268.9200000000001, 551.2912751677852, 279.48], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 8, ""source_file"": ""GER.PDF""}",GeO+2_OH-1(3) + 2<LRhamnose> = GeO+2_H+1(-3)_LRhamnose(2) + 3<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""GeO+2_H+1(-3)_LRhamnose(2)"": ""1"", ""GeO+2_OH-1(3)"": ""-1"", ""H2O"": ""3"", ""LRhamnose"": ""-2""}}"
40767,GeO+2_OH-1(3) + 2<LSorbose> = GeO+2_H+1(-3)_LSorbose(2) + 3<H2O>,"[{""page"": 8, ""text"": ""Note (1): Same source rn. 28592 but written otherwise (GeO(OH)3 reactant instead\nGe(OH)4)""}]","{""bbox_points"": [60.182013422818784, 385.26, 551.2912751677852, 395.82], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 8, ""source_file"": ""GER.PDF""}",GeO+2_OH-1(3) + 2<LSorbose> = GeO+2_H+1(-3)_LSorbose(2) + 3<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""GeO+2_H+1(-3)_LSorbose(2)"": ""1"", ""GeO+2_OH-1(3)"": ""-1"", ""H2O"": ""3"", ""LSorbose"": ""-2""}}"
41152,Ge+4_OH-1(4) + 2<H+1_57DiCl8OHQuin-1> = Ge+4_57DiCl8OHQuin-1(2)_OH-1(2) + 2<H2O >,[],"{""bbox_points"": [60.182013422818784, 501.6, 551.2912751677852, 512.22], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 8, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + 2<H+1_57DiCl8OHQuin-1> = Ge+4_57DiCl8OHQuin-1(2)_OH-1(2) + 2<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_57DiCl8OHQuin-1(2)_OH-1(2)"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H+1_57DiCl8OHQuin-1"": ""-2"", ""H2O"": ""2""}}"
43245,Ge+4_OH-1(2) + H+1_Tartaric-2 = Ge+4_H+1(-1)_OH-1(2)_Tartaric-2 + 2<H+1>,"[{""page"": 8, ""text"": ""Note: Ge(OH)2 deprecated, existence very much doubtful, even more in these\nexperiments""}, {""page"": 9, ""text"": ""Note (1): Reaction written: Ge(OH)2 + H2Tartaric = GeH2(OH)2Tartaric in 906""}]","{""bbox_points"": [60.182013422818784, 607.3199999999999, 551.2912751677852, 617.8199999999999], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 8, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(2) + H+1_Tartaric-2 = Ge+4_H+1(-1)_OH-1(2)_Tartaric-2 + 2<H+1>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_H+1(-1)_OH-1(2)_Tartaric-2"": ""1"", ""Ge+4_OH-1(2)"": ""-1"", ""H+1"": ""2"", ""H+1_Tartaric-2"": ""-1""}}"
43733,Ge+4_OH-1(2) + H+1(3)_Citric-3 = Ge+4_H+1(3)_OH-1(2)_Citric-3,"[{""page"": 9, ""text"": ""Note: Ge(OH)2 deprecated, existence very much doubtful in general, sure in these\nexperiments""}, {""page"": 9, ""text"": ""Note (1): Unclear but in original reference [31901], reaction is for ML2 formation""}]","{""bbox_points"": [60.180869565217385, 108.12, 551.2921739130434, 118.62000000000006], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 9, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(2) + H+1(3)_Citric-3 = Ge+4_H+1(3)_OH-1(2)_Citric-3,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_H+1(3)_OH-1(2)_Citric-3"": ""1"", ""Ge+4_OH-1(2)"": ""-1"", ""H+1(3)_Citric-3"": ""-1""}}"
44092,3<35DiNitrCat-2> + Ge+4 = Ge+4_35DiNitrCat-2(3),"[{""page"": 9, ""text"": ""Note: Ge+4 is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.180869565217385, 245.64, 551.2921739130434, 256.26000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 9, ""source_file"": ""GER.PDF""}",3<35DiNitrCat-2> + Ge+4 = Ge+4_35DiNitrCat-2(3),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""35DiNitrCat-2"": ""-3"", ""Ge+4"": ""-1"", ""Ge+4_35DiNitrCat-2(3)"": ""1""}}"
44096,3<3NitrCat-2> + Ge+4 = Ge+4_3NitrCat-2(3),"[{""page"": 9, ""text"": ""Note: Ge+4 is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.180869565217385, 372.72, 551.2921739130434, 383.22], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 9, ""source_file"": ""GER.PDF""}",3<3NitrCat-2> + Ge+4 = Ge+4_3NitrCat-2(3),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""3NitrCat-2"": ""-3"", ""Ge+4"": ""-1"", ""Ge+4_3NitrCat-2(3)"": ""1""}}"
45090,H+1 + Ge+4_OH-1_MeEDTA-4 = Ge+4_H+1_OH-1_MeEDTA-4,[],"{""bbox_points"": [60.180869565217385, 499.62, 551.2921739130434, 510.3], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 9, ""source_file"": ""GER.PDF""}",H+1 + Ge+4_OH-1_MeEDTA-4 = Ge+4_H+1_OH-1_MeEDTA-4,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_H+1_OH-1_MeEDTA-4"": ""1"", ""Ge+4_OH-1_MeEDTA-4"": ""-1"", ""H+1"": ""-1""}}"
45091,H+1(4)_MeEDTA-4 + Ge+4_OH-1(4) = Ge+4_H+1_OH-1_MeEDTA-4 + 3<H2O>,[],"{""bbox_points"": [60.180869565217385, 605.3399999999999, 551.2921739130434, 615.9000000000001], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 9, ""source_file"": ""GER.PDF""}",H+1(4)_MeEDTA-4 + Ge+4_OH-1(4) = Ge+4_H+1_OH-1_MeEDTA-4 + 3<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_H+1_OH-1_MeEDTA-4"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H+1(4)_MeEDTA-4"": ""-1"", ""H2O"": ""3""}}"
45230,3<AlizarinRedS-3> + Ge+4 = Ge+4_AlizarinRedS-3(3),"[{""page"": 10, ""text"": ""Note: Ge+4 is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.173164556962014, 57.48000000000002, 551.2982278481012, 68.16000000000008], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 10, ""source_file"": ""GER.PDF""}",3<AlizarinRedS-3> + Ge+4 = Ge+4_AlizarinRedS-3(3),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""AlizarinRedS-3"": ""-3"", ""Ge+4"": ""-1"", ""Ge+4_AlizarinRedS-3(3)"": ""1""}}"
46454,2<Cl-1> + Ge+4_Cl-1(4) = Ge+4_Cl-1(6),[],"{""bbox_points"": [60.173164556962014, 166.20000000000005, 551.2982278481012, 176.7], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 10, ""source_file"": ""GER.PDF""}",2<Cl-1> + Ge+4_Cl-1(4) = Ge+4_Cl-1(6),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Cl-1"": ""-2"", ""Ge+4_Cl-1(4)"": ""-1"", ""Ge+4_Cl-1(6)"": ""1""}}"
54155,Ge+4_F-1(5) + F-1 = Ge+4_F-1(6),[],"{""bbox_points"": [60.173164556962014, 253.38000000000005, 551.2982278481012, 264.06], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 10, ""source_file"": ""GER.PDF""}",Ge+4_F-1(5) + F-1 = Ge+4_F-1(6),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""F-1"": ""-1"", ""Ge+4_F-1(5)"": ""-1"", ""Ge+4_F-1(6)"": ""1""}}"
54432,Ge(s) = Ge(g),[],"{""bbox_points"": [60.173164556962014, 395.88, 551.2982278481012, 406.5], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 10, ""source_file"": ""GER.PDF""}",Ge(s) = Ge(g),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(g)"": ""1"", ""Ge(s)"": ""-1""}}"
54447,H+1 + GeO2_OH-1(2) = GeO+2_OH-1(3),"[{""page"": 11, ""text"": ""Note (11): I is saturated, not 5 M""}]","{""bbox_points"": [60.173164556962014, 538.5, 551.2982278481012, 549.0], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 10, ""source_file"": ""GER.PDF""}",H+1 + GeO2_OH-1(2) = GeO+2_OH-1(3),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""GeO+2_OH-1(3)"": ""1"", ""GeO2_OH-1(2)"": ""-1"", ""H+1"": ""-1""}}"
54448,GeO+2_OH-1(3) + H+1 = Ge+4_OH-1(4),"[{""page"": 12, ""text"": ""Note (28): Average of MCN and colorimetric measurements""}]","{""bbox_points"": [60.13150684931506, 181.62000000000006, 551.3309589041096, 192.3], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 11, ""source_file"": ""GER.PDF""}",GeO+2_OH-1(3) + H+1 = Ge+4_OH-1(4),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_OH-1(4)"": ""1"", ""GeO+2_OH-1(3)"": ""-1"", ""H+1"": ""-1""}}"
54449,H+1(3)_GeO3-2(2) + H+1 = 2<H+1(2)_GeO3-2>,[],"{""bbox_points"": [60.18299999999999, 89.57999999999998, 551.2905, 100.26000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 13, ""source_file"": ""GER.PDF""}",H+1(3)_GeO3-2(2) + H+1 = 2<H+1(2)_GeO3-2>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""H+1"": ""-1"", ""H+1(2)_GeO3-2"": ""2"", ""H+1(3)_GeO3-2(2)"": ""-1""}}"
54450,H+1(5)_GeO3-2(3) + H+1 = 3<H+1(2)_GeO3-2>,[],"{""bbox_points"": [60.18299999999999, 176.94, 551.2905, 187.50000000000006], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 13, ""source_file"": ""GER.PDF""}",H+1(5)_GeO3-2(3) + H+1 = 3<H+1(2)_GeO3-2>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""H+1"": ""-1"", ""H+1(2)_GeO3-2"": ""3"", ""H+1(5)_GeO3-2(3)"": ""-1""}}"
54451,Ge+4_OH-1(4) + Tartaric-2 = Ge+4_H+1(-2)_OH-1(2)_Tartaric-2 + 2<H2O>,[],"{""bbox_points"": [60.18299999999999, 264.24, 551.2905, 274.80000000000007], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 13, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + Tartaric-2 = Ge+4_H+1(-2)_OH-1(2)_Tartaric-2 + 2<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_H+1(-2)_OH-1(2)_Tartaric-2"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H2O"": ""2"", ""Tartaric-2"": ""-1""}}"
54452,Ge+4_OH-1(4) + H+1_Tartaric-2 = Ge+4_H+1(-1)_OH-1(2)_Tartaric-2 + 2<H2O>,[],"{""bbox_points"": [60.18299999999999, 351.48, 551.2905, 362.04], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 13, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + H+1_Tartaric-2 = Ge+4_H+1(-1)_OH-1(2)_Tartaric-2 + 2<H2O>,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_H+1(-1)_OH-1(2)_Tartaric-2"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H+1_Tartaric-2"": ""-1"", ""H2O"": ""2""}}"
54487,Ge+4_OH-1(4) + H+1_Citric-3 = Ge+4_OH-1(3)_Citric-3 + H2O,[],"{""bbox_points"": [60.18299999999999, 438.84000000000003, 551.2905, 449.34000000000003], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 13, ""source_file"": ""GER.PDF""}",Ge+4_OH-1(4) + H+1_Citric-3 = Ge+4_OH-1(3)_Citric-3 + H2O,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_OH-1(3)_Citric-3"": ""1"", ""Ge+4_OH-1(4)"": ""-1"", ""H+1_Citric-3"": ""-1"", ""H2O"": ""1""}}"
54488,Ge+4_F-1(5) + H+1_F-1 = Ge+4_F-1(6) + H+1,[],"{""bbox_points"": [60.18299999999999, 562.9200000000001, 551.2905, 573.48], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 13, ""source_file"": ""GER.PDF""}",Ge+4_F-1(5) + H+1_F-1 = Ge+4_F-1(6) + H+1,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4_F-1(5)"": ""-1"", ""Ge+4_F-1(6)"": ""1"", ""H+1"": ""1"", ""H+1_F-1"": ""-1""}}"
54627,"GeO2(hexag,s) + 2<H+1> + 2<e-1> = GeO(black,s) + H2O","[{""page"": 14, ""text"": ""Note: Polymorph of GeO2 not identified in original source [52JoL]""}, {""page"": 14, ""text"": ""Note (4): GeO2 polymorh unknown, probably hexag""}]","{""bbox_points"": [60.17454545454545, 108.12, 551.2971428571428, 118.62000000000006], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 14, ""source_file"": ""GER.PDF""}","GeO2(hexag,s) + 2<H+1> + 2<e-1> = GeO(black,s) + H2O",transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""GeO(black,s)"": ""1"", ""GeO2(hexag,s)"": ""-1"", ""H+1"": ""-2"", ""H2O"": ""1"", ""e-1"": ""-2""}}"
54628,"GeO2(hexag,s) + 2<H+1> + 2<e-1> = GeO(yellow,s) + H2O",[],"{""bbox_points"": [60.17454545454545, 290.28000000000003, 551.2971428571428, 300.78000000000003], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 14, ""source_file"": ""GER.PDF""}","GeO2(hexag,s) + 2<H+1> + 2<e-1> = GeO(yellow,s) + H2O",transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""GeO(yellow,s)"": ""1"", ""GeO2(hexag,s)"": ""-1"", ""H+1"": ""-2"", ""H2O"": ""1"", ""e-1"": ""-2""}}"
54629,"GeO2(hexag,s) + 4<H+1> + 2<e-1> = Ge+2 + 2<H2O>",[],"{""bbox_points"": [60.17454545454545, 377.52000000000004, 551.2971428571428, 388.14], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 14, ""source_file"": ""GER.PDF""}","GeO2(hexag,s) + 4<H+1> + 2<e-1> = Ge+2 + 2<H2O>",transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+2"": ""1"", ""GeO2(hexag,s)"": ""-1"", ""H+1"": ""-4"", ""H2O"": ""2"", ""e-1"": ""-2""}}"
54630,"GeO2(tetrag,s) + 4<H+1> + 2<e-1> = Ge+2 + 2<H2O>",[],"{""bbox_points"": [60.17454545454545, 483.24, 551.2971428571428, 493.74], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 14, ""source_file"": ""GER.PDF""}","GeO2(tetrag,s) + 4<H+1> + 2<e-1> = Ge+2 + 2<H2O>",transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+2"": ""1"", ""GeO2(tetrag,s)"": ""-1"", ""H+1"": ""-4"", ""H2O"": ""2"", ""e-1"": ""-2""}}"
54631,"GeO2(hexag,s) + 4<e-1> + 4<H+1> = Ge(s) + 2<H2O>",[],"{""bbox_points"": [60.17454545454545, 588.96, 551.2971428571428, 599.46], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 14, ""source_file"": ""GER.PDF""}","GeO2(hexag,s) + 4<e-1> + 4<H+1> = Ge(s) + 2<H2O>",transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(s)"": ""1"", ""GeO2(hexag,s)"": ""-1"", ""H+1"": ""-4"", ""H2O"": ""2"", ""e-1"": ""-4""}}"
54648,Ge(s) + 4<H+1> + 4<e-1> = GeH4(g),[],"{""bbox_points"": [60.18372413793103, 70.56000000000006, 551.2899310344827, 81.12], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GER.PDF""}",Ge(s) + 4<H+1> + 4<e-1> = GeH4(g),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge(s)"": ""-1"", ""GeH4(g)"": ""1"", ""H+1"": ""-4"", ""e-1"": ""-4""}}"
55165,Ge+4 + F-1 = Ge+4_F-1,"[{""page"": 15, ""text"": ""Note: Ge+4 is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.18372413793103, 194.64, 551.2899310344827, 205.26000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GER.PDF""}",Ge+4 + F-1 = Ge+4_F-1,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""F-1"": ""-1"", ""Ge+4"": ""-1"", ""Ge+4_F-1"": ""1""}}"
56784,GeO+2_OH-1(3) + OH-1 = GeO2_OH-1(2) + H2O,[],"{""bbox_points"": [60.18372413793103, 321.6, 551.2899310344827, 332.16], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GER.PDF""}",GeO+2_OH-1(3) + OH-1 = GeO2_OH-1(2) + H2O,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""GeO+2_OH-1(3)"": ""-1"", ""GeO2_OH-1(2)"": ""1"", ""H2O"": ""1"", ""OH-1"": ""-1""}}"
57621,Ge+4 + 4<OH-1> = Ge+4_OH-1(4),"[{""page"": 15, ""text"": ""Note: Ge+4 is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.18372413793103, 427.32, 551.2899310344827, 437.88], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GER.PDF""}",Ge+4 + 4<OH-1> = Ge+4_OH-1(4),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4"": ""-1"", ""Ge+4_OH-1(4)"": ""1"", ""OH-1"": ""-4""}}"
57622,Ge+4 + 3<OH-1> = Ge+4_OH-1(3),"[{""page"": 15, ""text"": ""Note: Ge+4 is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.18372413793103, 572.64, 551.2899310344827, 583.3199999999999], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GER.PDF""}",Ge+4 + 3<OH-1> = Ge+4_OH-1(3),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4"": ""-1"", ""Ge+4_OH-1(3)"": ""1"", ""OH-1"": ""-3""}}"
57623,2<OH-1> + Ge+4 = Ge+4_OH-1(2),"[{""page"": 16, ""text"": ""Note: Ge+4 is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.18372413793103, 699.72, 551.2899310344827, 710.28], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GER.PDF""}",2<OH-1> + Ge+4 = Ge+4_OH-1(2),transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4"": ""-1"", ""Ge+4_OH-1(2)"": ""1"", ""OH-1"": ""-2""}}"
57624,Ge+4 + OH-1 = Ge+4_OH-1,"[{""page"": 16, ""text"": ""Note: Ge+4 is deprecated because does not exist in aqueous solution""}]","{""bbox_points"": [60.175999999999995, 166.20000000000005, 551.2959999999999, 176.7], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GER.PDF""}",Ge+4 + OH-1 = Ge+4_OH-1,transcribed_existing_published_record,"{""atom_residual_products_minus_reactants"": {}, ""charge_residual"": ""0"", ""status"": ""balanced"", ""terms"": {""Ge+4"": ""-1"", ""Ge+4_OH-1"": ""1"", ""OH-1"": ""-1""}}"
